0.000; 0.097
0.500; 0.126
1.000; 0.150
1.500; 0.163
2.000; 0.166
2.500; 0.166
3.000; 0.163
3.500; 0.160
4.000; 0.157
4.500; 0.154
5.000; 0.150
5.500; 0.145
6.000; 0.142
6.500; 0.137
7.000; 0.134
7.500; 0.131
8.000; 0.131
8.500; 0.128
9.000; 0.125
9.500; 0.124
10.000; 0.122
10.500; 0.119
11.000; 0.118
11.500; 0.118
12.000; 0.115
12.500; 0.115
13.000; 0.113
13.500; 0.112
14.000; 0.112
14.500; 0.111
15.000; 0.109
15.500; 0.109
16.000; 0.109
16.500; 0.109
17.000; 0.105
17.500; 0.105
18.000; 0.105
18.500; 0.105
19.000; 0.105
19.500; 0.106
20.000; 0.102
20.500; 0.102
21.000; 0.102
21.500; 0.102
22.000; 0.102
22.500; 0.102
23.000; 0.102
23.500; 0.102
24.000; 0.103
24.500; 0.099
25.000; 0.099
25.500; 0.099
26.000; 0.099
26.500; 0.099
27.000; 0.099
27.500; 0.099
28.000; 0.099
28.500; 0.099
29.000; 0.099
29.500; 0.099
30.000; 0.099
30.500; 0.099
31.000; 0.099
31.500; 0.099
32.000; 0.096
32.500; 0.096
33.000; 0.096
33.500; 0.096
34.000; 0.096
34.500; 0.096
35.000; 0.096
35.500; 0.096
36.000; 0.096
36.500; 0.096
37.000; 0.096
37.500; 0.096
38.000; 0.096
38.500; 0.096
39.000; 0.096
39.500; 0.096
40.000; 0.096
40.500; 0.096
41.000; 0.096
41.500; 0.096
42.000; 0.096
42.500; 0.096
43.000; 0.096
43.500; 0.096
44.000; 0.096
44.500; 0.096
45.000; 0.096
45.500; 0.096
46.000; 0.096
46.500; 0.096
47.000; 0.096
47.500; 0.096
48.000; 0.096
48.500; 0.096
49.000; 0.096
49.500; 0.096
50.000; 0.097
