0.083;0.249
0.126;0.394
0.19;0.513
0.312;0.663
0.338;0.797
0.46;0.942
0.72;1.209
0.898;1.46
1.089;1.67
1.174;1.81
1.344;1.997
1.429;2.136
1.599;2.321
1.727;2.476
1.855;2.641
1.982;2.799
2.11;2.964
2.28;3.124
2.365;3.246
2.535;3.411
2.62;3.553
2.748;3.695
2.875;3.803
3.003;3.966
3.173;4.12
3.343;4.277
3.556;4.474
3.769;4.628
3.981;4.788
4.236;4.959
4.534;5.128
4.971;5.292
5.657;5.419
6.437;5.292
6.703;5.166
6.916;5.049
7.129;4.897
7.341;4.711
7.497;4.531
7.639;4.387
7.752;4.213
7.894;4.052
8.022;3.833
8.149;3.661
8.192;3.463
8.285;3.255
8.405;3.106
8.405;2.918
8.532;2.795
8.575;2.573
8.66;2.416
8.688;2.217
8.83;2.047
8.915;1.804
9.043;1.662
9.17;1.47
9.255;1.289
9.383;1.12
9.553;0.981
9.766;0.819
10.106;0.575
10.446;0.426
10.914;0.288
11.807;0.152
13.338;0.058
15.125;0.017
16.911;0.013
18.697;0.005
20.402;0.027
22.27;0
24.056;0
25.843;0.001
27.629;0.001
29.46;0.001
30.55;0.002
31.306;0.002
32.988;0.002
34.774;0.002
36.561;0.002
38.347;0.003
40.133;0.004
41.92;0.003
43.706;0.004
45.492;0.004
47.279;0.004
49.065;0.012
49.885;0
