0,106; 0,199
0,671; 0,218
1,760; 0,222
2,994; 0,223
4,227; 0,220
5,461; 0,215
6,694; 0,210
7,928; 0,205
9,161; 0,201
10,395; 0,196
11,628; 0,191
12,862; 0,185
14,095; 0,182
15,329; 0,176
16,562; 0,172
17,796; 0,167
19,029; 0,161
20,263; 0,156
21,496; 0,152
22,730; 0,147
23,963; 0,141
25,196; 0,136
26,430; 0,132
27,663; 0,127
28,897; 0,122
30,130; 0,118
31,364; 0,113
32,597; 0,108
33,831; 0,104
35,064; 0,099
36,298; 0,094
37,531; 0,089
38,784; 0,085
39,998; 0,075
41,133; 0,070
42,561; 0,062
43,699; 0,054
44,932; 0,046
46,166; 0,040
47,399; 0,033
48,459; 0,027
49,546; 0,022
50,875; 0,018
52,109; 0,015
53,342; 0,010
54,576; 0,009
55,809; 0,005
57,043; -0,002
58,276; -0,002
59,476; -0,001
60,743; -0,002
61,977; -0,002
63,210; -0,002
64,444; -0,002
65,677; -0,002
66,911; -0,002
68,144; -0,002
69,378; -0,002
70,611; -0,002
71,845; -0,002
73,078; -0,002
74,312; -0,001
75,545; 0,003
76,779; 0,003
78,012; 0,003
79,246; 0,004
80,479; 0,004
81,713; 0,003
82,946; 0,003
84,180; 0,003
85,413; 0,003
86,647; 0,003
87,880; 0,003
89,114; 0,003
90,347; 0,003
91,581; 0,003
92,814; 0,003
94,048; 0,003
95,281; 0,003
96,515; 0,003
97,748; 0,003
98,981; 0,004
99,822; 0,006
