0,003; 0,219
0,023; 0,196
0,134; 0,260
0,213; 0,295
0,471; 0,369
1,045; 0,431
1,330; 0,470
1,648; 0,505
1,984; 0,529
2,433; 0,559
3,106; 0,589
4,059; 0,618
5,236; 0,639
6,470; 0,651
7,703; 0,659
8,937; 0,666
10,170; 0,674
11,404; 0,681
12,637; 0,688
13,871; 0,694
15,104; 0,703
16,338; 0,710
17,571; 0,720
18,805; 0,727
20,038; 0,738
21,272; 0,747
22,505; 0,757
23,739; 0,768
24,939; 0,779
26,206; 0,793
27,439; 0,806
28,673; 0,822
29,906; 0,838
31,140; 0,859
32,373; 0,882
33,607; 0,904
34,728; 0,932
35,793; 0,958
36,859; 0,986
37,924; 1,014
38,989; 1,044
39,998; 1,074
40,951; 1,103
41,793; 1,128
42,634; 1,154
43,531; 1,182
44,372; 1,207
45,213; 1,233
46,166; 1,262
47,063; 1,289
47,904; 1,314
48,857; 1,342
49,866; 1,371
50,875; 1,400
51,885; 1,428
52,838; 1,452
53,903; 1,478
55,137; 1,505
56,370; 1,528
57,604; 1,550
58,837; 1,567
60,071; 1,584
61,304; 1,596
62,538; 1,607
63,771; 1,617
65,005; 1,624
66,238; 1,631
67,471; 1,635
68,705; 1,640
69,938; 1,640
71,172; 1,646
72,405; 1,646
73,639; 1,647
74,872; 1,652
76,106; 1,652
77,339; 1,652
78,573; 1,652
79,806; 1,652
81,040; 1,652
82,273; 1,652
83,507; 1,652
84,740; 1,652
85,974; 1,652
87,207; 1,652
88,441; 1,652
89,674; 1,652
90,908; 1,652
92,141; 1,652
93,375; 1,652
94,608; 1,652
95,842; 1,652
97,075; 1,652
98,309; 1,652
99,486; 1,652
