-0,015; 0,146
0,190; 0,252
0,222; 0,171
0,246; 0,225
0,251; 0,193
0,411; 0,332
0,466; 0,306
0,469; 0,362
0,484; 0,278
0,616; 0,416
0,744; 0,389
0,919; 0,455
0,975; 0,479
1,143; 0,517
1,200; 0,535
1,274; 0,555
1,519; 0,598
1,704; 0,634
1,928; 0,674
2,153; 0,704
2,433; 0,743
2,769; 0,772
3,106; 0,803
3,610; 0,832
4,283; 0,862
5,236; 0,892
6,470; 0,912
7,703; 0,919
8,937; 0,920
10,170; 0,920
11,404; 0,919
12,637; 0,915
13,871; 0,909
15,104; 0,903
16,338; 0,895
17,571; 0,887
18,805; 0,877
20,038; 0,864
21,272; 0,850
22,505; 0,833
23,739; 0,814
24,972; 0,790
26,094; 0,765
27,047; 0,739
27,944; 0,711
28,785; 0,679
29,458; 0,655
30,018; 0,626
30,579; 0,600
31,084; 0,570
31,532; 0,544
32,037; 0,514
32,485; 0,489
32,878; 0,463
33,326; 0,427
33,775; 0,400
34,223; 0,369
34,616; 0,340
35,008; 0,313
35,401; 0,286
35,793; 0,260
36,298; 0,232
36,859; 0,200
37,419; 0,171
38,036; 0,143
38,709; 0,113
39,550; 0,084
40,559; 0,054
41,680; 0,029
42,914; 0,008
44,147; 0,001
45,381; 0,000
46,614; 0,000
47,848; 0,000
49,081; 0,000
50,315; 0,000
51,548; 0,000
52,782; 0,000
54,015; 0,000
55,249; 0,001
56,482; 0,001
57,716; 0,000
58,949; 0,000
60,183; 0,002
61,416; 0,000
62,650; 0,000
63,883; 0,000
65,117; 0,000
66,350; 0,000
67,584; 0,000
68,817; 0,000
70,051; 0,000
71,284; 0,000
72,518; 0,000
73,751; 0,000
74,985; -0,002
76,218; -0,003
77,452; -0,003
78,685; -0,003
79,918; -0,002
81,152; -0,003
82,385; -0,003
83,619; -0,003
84,852; -0,003
86,086; -0,003
87,319; -0,003
88,553; -0,003
89,786; -0,003
91,020; -0,003
92,253; -0,003
93,487; -0,003
94,720; -0,003
95,954; -0,003
97,187; -0,003
98,421; -0,003
99,673; 0,001
