0,000; 1,001
0,000; 0,971
0,134; 0,945
0,302; 0,915
0,583; 0,883
0,863; 0,855
1,424; 0,823
2,041; 0,793
2,938; 0,768
4,227; 0,751
5,461; 0,748
6,694; 0,748
7,928; 0,748
9,161; 0,753
10,395; 0,757
11,628; 0,761
12,862; 0,767
14,095; 0,773
15,329; 0,778
16,562; 0,783
17,796; 0,787
19,029; 0,794
20,263; 0,799
21,496; 0,804
22,692; 0,812
23,997; 0,814
25,091; 0,822
26,430; 0,829
27,663; 0,836
28,897; 0,843
30,018; 0,848
31,376; 0,855
32,597; 0,864
33,584; 0,877
33,863; 0,872
35,064; 0,881
36,298; 0,890
37,531; 0,899
38,765; 0,908
39,998; 0,918
41,232; 0,926
42,465; 0,935
43,699; 0,941
44,932; 0,951
46,166; 0,958
47,399; 0,965
48,633; 0,971
49,866; 0,978
51,100; 0,984
52,333; 0,987
53,567; 0,990
54,800; 0,995
56,034; 0,995
57,267; 0,998
58,501; 1,001
59,734; 1,001
60,968; 1,001
62,201; 1,001
63,435; 1,001
64,668; 1,001
65,902; 1,001
67,135; 1,001
68,369; 1,001
69,602; 1,001
70,836; 1,001
72,069; 1,001
73,303; 1,001
74,536; 1,001
75,769; 1,001
77,003; 1,001
78,236; 1,001
79,470; 1,001
80,703; 1,001
81,937; 1,001
83,170; 1,001
84,404; 1,001
85,637; 1,001
86,871; 1,001
88,104; 1,001
89,338; 1,001
90,571; 1,001
91,805; 1,001
93,038; 1,001
94,272; 1,001
95,505; 1,001
96,739; 1,001
97,972; 1,001
99,206; 1,001
99,934; 1,001
